filterType,filterOpt,splitByOpt,splitByOpt_category,responseOpt
State,NJ,Size,"$1 million - $9,999,999",CEO is a woman
State,NJ,Size,$10 million and above,CEO is a woman
State,NJ,Sector,"Arts, culture, and humanities",CEO is a woman
State,NJ,Sector,Education,CEO is a woman
State,NJ,Sector,Environment and animals,CEO is a woman
State,NJ,Sector,Health,CEO is a woman
State,NJ,Sector,Human services,CEO is a woman
State,NJ,Sector,"International, foreign affairs",CEO is a woman
State,NJ,Sector,"Public, societal benefit",CEO is a woman
State,NJ,Rural/Urban,Rural,CEO is a woman
State,NJ,Rural/Urban,Urban,CEO is a woman
State,NM,"","",CEO is a woman
State,NM,Size,"< $100,000",CEO is a woman
State,NM,Size,"$100,000 - $499,999",CEO is a woman
State,NM,Size,"$500,000 - $999,999",CEO is a woman
State,NM,Size,"$1 million - $9,999,999",CEO is a woman
State,NM,Size,$10 million and above,CEO is a woman
State,NM,Sector,"Arts, culture, and humanities",CEO is a woman
State,NM,Sector,Education,CEO is a woman
State,NM,Sector,Environment and animals,CEO is a woman
State,NM,Sector,Health,CEO is a woman
State,NM,Sector,Human services,CEO is a woman
State,NM,Sector,"International, foreign affairs",CEO is a woman
State,NM,Sector,"Public, societal benefit",CEO is a woman
State,NM,Rural/Urban,Rural,CEO is a woman
State,NM,Rural/Urban,Urban,CEO is a woman
State,NY,"","",CEO is a woman
State,NY,Size,"< $100,000",CEO is a woman
State,NY,Size,"$100,000 - $499,999",CEO is a woman
State,NY,Size,"$500,000 - $999,999",CEO is a woman
State,NY,Size,"$1 million - $9,999,999",CEO is a woman
State,NY,Size,$10 million and above,CEO is a woman
State,NY,Sector,"Arts, culture, and humanities",CEO is a woman
State,NY,Sector,Education,CEO is a woman
State,NY,Sector,Environment and animals,CEO is a woman
State,NY,Sector,Health,CEO is a woman
State,NY,Sector,Human services,CEO is a woman
State,NY,Sector,"International, foreign affairs",CEO is a woman
State,NY,Sector,"Public, societal benefit",CEO is a woman
State,NY,Rural/Urban,Rural,CEO is a woman
State,NY,Rural/Urban,Urban,CEO is a woman
State,NC,"","",CEO is a woman
State,NC,Size,"< $100,000",CEO is a woman
State,NC,Size,"$100,000 - $499,999",CEO is a woman
State,NC,Size,"$500,000 - $999,999",CEO is a woman
State,NC,Size,"$1 million - $9,999,999",CEO is a woman
State,NC,Size,$10 million and above,CEO is a woman
State,NC,Sector,"Arts, culture, and humanities",CEO is a woman
State,NC,Sector,Education,CEO is a woman
State,NC,Sector,Environment and animals,CEO is a woman
State,NC,Sector,Health,CEO is a woman
State,NC,Sector,Human services,CEO is a woman
State,NC,Sector,"International, foreign affairs",CEO is a woman
State,NC,Sector,"Public, societal benefit",CEO is a woman
State,NC,Rural/Urban,Rural,CEO is a woman
State,NC,Rural/Urban,Urban,CEO is a woman
State,ND,"","",CEO is a woman
State,ND,Size,"< $100,000",CEO is a woman
State,ND,Size,"$100,000 - $499,999",CEO is a woman
State,ND,Size,"$500,000 - $999,999",CEO is a woman
State,ND,Size,"$1 million - $9,999,999",CEO is a woman
State,ND,Size,$10 million and above,CEO is a woman
State,ND,Sector,"Arts, culture, and humanities",CEO is a woman
State,ND,Sector,Education,CEO is a woman
State,ND,Sector,Environment and animals,CEO is a woman
State,ND,Sector,Health,CEO is a woman
State,ND,Sector,Human services,CEO is a woman
State,ND,Sector,"International, foreign affairs",CEO is a woman
State,ND,Sector,"Public, societal benefit",CEO is a woman
State,ND,Rural/Urban,Rural,CEO is a woman
State,ND,Rural/Urban,Urban,CEO is a woman
State,OH,"","",CEO is a woman
State,OH,Size,"< $100,000",CEO is a woman
State,OH,Size,"$100,000 - $499,999",CEO is a woman
State,OH,Size,"$500,000 - $999,999",CEO is a woman
State,OH,Size,"$1 million - $9,999,999",CEO is a woman
State,OH,Size,$10 million and above,CEO is a woman
State,OH,Sector,"Arts, culture, and humanities",CEO is a woman
State,OH,Sector,Education,CEO is a woman
State,OH,Sector,Environment and animals,CEO is a woman
State,OH,Sector,Health,CEO is a woman
State,OH,Sector,Human services,CEO is a woman
State,OH,Sector,"International, foreign affairs",CEO is a woman
State,OH,Sector,"Public, societal benefit",CEO is a woman
State,OH,Rural/Urban,Rural,CEO is a woman
State,OH,Rural/Urban,Urban,CEO is a woman
State,OK,"","",CEO is a woman
State,OK,Size,"< $100,000",CEO is a woman
State,OK,Size,"$100,000 - $499,999",CEO is a woman
State,OK,Size,"$500,000 - $999,999",CEO is a woman
State,OK,Size,"$1 million - $9,999,999",CEO is a woman
State,OK,Size,$10 million and above,CEO is a woman
State,OK,Sector,"Arts, culture, and humanities",CEO is a woman
State,OK,Sector,Education,CEO is a woman
State,OK,Sector,Environment and animals,CEO is a woman
State,OK,Sector,Health,CEO is a woman
State,OK,Sector,Human services,CEO is a woman
State,OK,Sector,"International, foreign affairs",CEO is a woman
State,OK,Sector,"Public, societal benefit",CEO is a woman
State,OK,Rural/Urban,Rural,CEO is a woman
State,OK,Rural/Urban,Urban,CEO is a woman
State,OR,"","",CEO is a woman
State,OR,Size,"< $100,000",CEO is a woman
State,OR,Size,"$100,000 - $499,999",CEO is a woman
State,OR,Size,"$500,000 - $999,999",CEO is a woman
State,OR,Size,"$1 million - $9,999,999",CEO is a woman
State,OR,Size,$10 million and above,CEO is a woman
State,OR,Sector,"Arts, culture, and humanities",CEO is a woman
State,OR,Sector,Education,CEO is a woman
State,OR,Sector,Environment and animals,CEO is a woman
State,OR,Sector,Health,CEO is a woman
State,OR,Sector,Human services,CEO is a woman
State,OR,Sector,"International, foreign affairs",CEO is a woman
State,OR,Sector,"Public, societal benefit",CEO is a woman
State,OR,Rural/Urban,Rural,CEO is a woman
State,OR,Rural/Urban,Urban,CEO is a woman
State,PA,"","",CEO is a woman
State,PA,Size,"< $100,000",CEO is a woman
State,PA,Size,"$100,000 - $499,999",CEO is a woman
State,PA,Size,"$500,000 - $999,999",CEO is a woman
State,PA,Size,"$1 million - $9,999,999",CEO is a woman
State,PA,Size,$10 million and above,CEO is a woman
State,PA,Sector,"Arts, culture, and humanities",CEO is a woman
State,PA,Sector,Education,CEO is a woman
State,PA,Sector,Environment and animals,CEO is a woman
State,PA,Sector,Health,CEO is a woman
State,PA,Sector,Human services,CEO is a woman
State,PA,Sector,"International, foreign affairs",CEO is a woman
State,PA,Sector,"Public, societal benefit",CEO is a woman
State,PA,Rural/Urban,Rural,CEO is a woman
State,PA,Rural/Urban,Urban,CEO is a woman
State,RI,"","",CEO is a woman
State,RI,Size,"< $100,000",CEO is a woman
State,RI,Size,"$100,000 - $499,999",CEO is a woman
State,RI,Size,"$500,000 - $999,999",CEO is a woman
State,RI,Size,"$1 million - $9,999,999",CEO is a woman
State,RI,Size,$10 million and above,CEO is a woman
State,RI,Sector,"Arts, culture, and humanities",CEO is a woman
State,RI,Sector,Education,CEO is a woman
State,RI,Sector,Environment and animals,CEO is a woman
State,RI,Sector,Health,CEO is a woman
State,RI,Sector,Human services,CEO is a woman
State,RI,Sector,"International, foreign affairs",CEO is a woman
State,RI,Sector,"Public, societal benefit",CEO is a woman
State,RI,Rural/Urban,Rural,CEO is a woman
State,RI,Rural/Urban,Urban,CEO is a woman
State,SC,"","",CEO is a woman
State,SC,Size,"< $100,000",CEO is a woman
State,SC,Size,"$100,000 - $499,999",CEO is a woman
State,SC,Size,"$500,000 - $999,999",CEO is a woman
State,SC,Size,"$1 million - $9,999,999",CEO is a woman
State,SC,Size,$10 million and above,CEO is a woman
State,SC,Sector,"Arts, culture, and humanities",CEO is a woman
State,SC,Sector,Education,CEO is a woman
State,SC,Sector,Environment and animals,CEO is a woman
State,SC,Sector,Health,CEO is a woman
State,SC,Sector,Human services,CEO is a woman
State,SC,Sector,"International, foreign affairs",CEO is a woman
State,SC,Sector,"Public, societal benefit",CEO is a woman
State,SC,Rural/Urban,Rural,CEO is a woman
State,SC,Rural/Urban,Urban,CEO is a woman
State,SD,"","",CEO is a woman
State,SD,Size,"< $100,000",CEO is a woman
State,SD,Size,"$100,000 - $499,999",CEO is a woman
State,SD,Size,"$500,000 - $999,999",CEO is a woman
State,SD,Size,"$1 million - $9,999,999",CEO is a woman
State,SD,Size,$10 million and above,CEO is a woman
State,SD,Sector,"Arts, culture, and humanities",CEO is a woman
State,SD,Sector,Education,CEO is a woman
State,SD,Sector,Environment and animals,CEO is a woman
State,SD,Sector,Health,CEO is a woman
State,SD,Sector,Human services,CEO is a woman
State,SD,Sector,"International, foreign affairs",CEO is a woman
State,SD,Sector,"Public, societal benefit",CEO is a woman
State,SD,Rural/Urban,Rural,CEO is a woman
State,SD,Rural/Urban,Urban,CEO is a woman
State,TN,"","",CEO is a woman
State,TN,Size,"< $100,000",CEO is a woman
State,TN,Size,"$100,000 - $499,999",CEO is a woman
State,TN,Size,"$500,000 - $999,999",CEO is a woman
State,TN,Size,"$1 million - $9,999,999",CEO is a woman
State,TN,Size,$10 million and above,CEO is a woman
State,TN,Sector,"Arts, culture, and humanities",CEO is a woman
State,TN,Sector,Education,CEO is a woman
State,TN,Sector,Environment and animals,CEO is a woman
State,TN,Sector,Health,CEO is a woman
State,TN,Sector,Human services,CEO is a woman
State,TN,Sector,"International, foreign affairs",CEO is a woman
State,TN,Sector,"Public, societal benefit",CEO is a woman
State,TN,Rural/Urban,Rural,CEO is a woman
State,TN,Rural/Urban,Urban,CEO is a woman
State,TX,"","",CEO is a woman
State,TX,Size,"< $100,000",CEO is a woman
State,TX,Size,"$100,000 - $499,999",CEO is a woman
State,TX,Size,"$500,000 - $999,999",CEO is a woman
State,TX,Size,"$1 million - $9,999,999",CEO is a woman
State,TX,Size,$10 million and above,CEO is a woman
State,TX,Sector,"Arts, culture, and humanities",CEO is a woman
State,TX,Sector,Education,CEO is a woman
State,TX,Sector,Environment and animals,CEO is a woman
State,TX,Sector,Health,CEO is a woman
State,TX,Sector,Human services,CEO is a woman
State,TX,Sector,"International, foreign affairs",CEO is a woman
State,TX,Sector,"Public, societal benefit",CEO is a woman
State,TX,Rural/Urban,Rural,CEO is a woman
State,TX,Rural/Urban,Urban,CEO is a woman
State,UT,"","",CEO is a woman
State,UT,Size,"< $100,000",CEO is a woman
State,UT,Size,"$100,000 - $499,999",CEO is a woman
State,UT,Size,"$500,000 - $999,999",CEO is a woman
State,UT,Size,"$1 million - $9,999,999",CEO is a woman
State,UT,Size,$10 million and above,CEO is a woman
State,UT,Sector,"Arts, culture, and humanities",CEO is a woman
State,UT,Sector,Education,CEO is a woman
State,UT,Sector,Environment and animals,CEO is a woman
State,UT,Sector,Health,CEO is a woman
State,UT,Sector,Human services,CEO is a woman
State,UT,Sector,"International, foreign affairs",CEO is a woman
State,UT,Sector,"Public, societal benefit",CEO is a woman
State,UT,Rural/Urban,Rural,CEO is a woman
State,UT,Rural/Urban,Urban,CEO is a woman
State,VT,"","",CEO is a woman
State,VT,Size,"< $100,000",CEO is a woman
State,VT,Size,"$100,000 - $499,999",CEO is a woman
State,VT,Size,"$500,000 - $999,999",CEO is a woman
State,VT,Size,"$1 million - $9,999,999",CEO is a woman
State,VT,Size,$10 million and above,CEO is a woman
State,VT,Sector,"Arts, culture, and humanities",CEO is a woman
State,VT,Sector,Education,CEO is a woman
State,VT,Sector,Environment and animals,CEO is a woman
State,VT,Sector,Health,CEO is a woman
State,VT,Sector,Human services,CEO is a woman
State,VT,Sector,"International, foreign affairs",CEO is a woman
State,VT,Sector,"Public, societal benefit",CEO is a woman
State,VT,Rural/Urban,Rural,CEO is a woman
State,VT,Rural/Urban,Urban,CEO is a woman
State,VA,"","",CEO is a woman
State,VA,Size,"< $100,000",CEO is a woman
State,VA,Size,"$100,000 - $499,999",CEO is a woman
State,VA,Size,"$500,000 - $999,999",CEO is a woman
State,VA,Size,"$1 million - $9,999,999",CEO is a woman
State,VA,Size,$10 million and above,CEO is a woman
State,VA,Sector,"Arts, culture, and humanities",CEO is a woman
State,VA,Sector,Education,CEO is a woman
State,VA,Sector,Environment and animals,CEO is a woman
State,VA,Sector,Health,CEO is a woman
State,VA,Sector,Human services,CEO is a woman
State,VA,Sector,"International, foreign affairs",CEO is a woman
State,VA,Sector,"Public, societal benefit",CEO is a woman
State,VA,Rural/Urban,Rural,CEO is a woman
State,VA,Rural/Urban,Urban,CEO is a woman
State,WA,"","",CEO is a woman
State,WA,Size,"< $100,000",CEO is a woman
State,WA,Size,"$100,000 - $499,999",CEO is a woman
State,WA,Size,"$500,000 - $999,999",CEO is a woman
State,WA,Size,"$1 million - $9,999,999",CEO is a woman
State,WA,Size,$10 million and above,CEO is a woman
State,WA,Sector,"Arts, culture, and humanities",CEO is a woman
State,WA,Sector,Education,CEO is a woman
State,WA,Sector,Environment and animals,CEO is a woman
State,WA,Sector,Health,CEO is a woman
State,WA,Sector,Human services,CEO is a woman
State,WA,Sector,"International, foreign affairs",CEO is a woman
State,WA,Sector,"Public, societal benefit",CEO is a woman
State,WA,Rural/Urban,Rural,CEO is a woman
State,WA,Rural/Urban,Urban,CEO is a woman
State,WV,"","",CEO is a woman
State,WV,Size,"< $100,000",CEO is a woman
State,WV,Size,"$100,000 - $499,999",CEO is a woman
State,WV,Size,"$500,000 - $999,999",CEO is a woman
State,WV,Size,"$1 million - $9,999,999",CEO is a woman
State,WV,Size,$10 million and above,CEO is a woman
State,WV,Sector,"Arts, culture, and humanities",CEO is a woman
State,WV,Sector,Education,CEO is a woman
State,WV,Sector,Environment and animals,CEO is a woman
State,WV,Sector,Health,CEO is a woman
State,WV,Sector,Human services,CEO is a woman
State,WV,Sector,"International, foreign affairs",CEO is a woman
State,WV,Sector,"Public, societal benefit",CEO is a woman
State,WV,Rural/Urban,Rural,CEO is a woman
State,WV,Rural/Urban,Urban,CEO is a woman
State,WI,"","",CEO is a woman
State,WI,Size,"< $100,000",CEO is a woman
State,WI,Size,"$100,000 - $499,999",CEO is a woman
State,WI,Size,"$500,000 - $999,999",CEO is a woman
State,WI,Size,"$1 million - $9,999,999",CEO is a woman
State,WI,Size,$10 million and above,CEO is a woman
State,WI,Sector,"Arts, culture, and humanities",CEO is a woman
State,WI,Sector,Education,CEO is a woman
State,WI,Sector,Environment and animals,CEO is a woman
State,WI,Sector,Health,CEO is a woman
State,WI,Sector,Human services,CEO is a woman
State,WI,Sector,"International, foreign affairs",CEO is a woman
State,WI,Sector,"Public, societal benefit",CEO is a woman
State,WI,Rural/Urban,Rural,CEO is a woman
State,WI,Rural/Urban,Urban,CEO is a woman
State,WY,"","",CEO is a woman
State,WY,Size,"< $100,000",CEO is a woman
State,WY,Size,"$100,000 - $499,999",CEO is a woman
State,WY,Size,"$500,000 - $999,999",CEO is a woman
State,WY,Size,"$1 million - $9,999,999",CEO is a woman
State,WY,Size,$10 million and above,CEO is a woman
State,WY,Sector,"Arts, culture, and humanities",CEO is a woman
State,WY,Sector,Education,CEO is a woman
State,WY,Sector,Environment and animals,CEO is a woman
State,WY,Sector,Health,CEO is a woman
State,WY,Sector,Human services,CEO is a woman
State,WY,Sector,"International, foreign affairs",CEO is a woman
State,WY,Sector,"Public, societal benefit",CEO is a woman
State,WY,Rural/Urban,Rural,CEO is a woman
State,WY,Rural/Urban,Urban,CEO is a woman
National,National,"","",CEO is nonbinary
National,National,Size,"< $100,000",CEO is nonbinary
National,National,Size,"$100,000 - $499,999",CEO is nonbinary
National,National,Size,"$500,000 - $999,999",CEO is nonbinary
National,National,Size,"$1 million - $9,999,999",CEO is nonbinary
National,National,Size,$10 million and above,CEO is nonbinary
National,National,Sector,"Arts, culture, and humanities",CEO is nonbinary
National,National,Sector,Education,CEO is nonbinary
National,National,Sector,Environment and animals,CEO is nonbinary
National,National,Sector,Health,CEO is nonbinary
National,National,Sector,Human services,CEO is nonbinary
National,National,Sector,"International, foreign affairs",CEO is nonbinary
National,National,Sector,"Public, societal benefit",CEO is nonbinary
National,National,Rural/Urban,Rural,CEO is nonbinary
National,National,Rural/Urban,Urban,CEO is nonbinary
National,National,Region,Northeast,CEO is nonbinary
National,National,Region,Midwest,CEO is nonbinary
National,National,Region,South,CEO is nonbinary
National,National,Region,West,CEO is nonbinary
National,National,State,AL,CEO is nonbinary
National,National,State,AK,CEO is nonbinary
National,National,State,AZ,CEO is nonbinary
National,National,State,AR,CEO is nonbinary
National,National,State,CA,CEO is nonbinary
National,National,State,CO,CEO is nonbinary
National,National,State,CT,CEO is nonbinary
National,National,State,DC,CEO is nonbinary
National,National,State,DE,CEO is nonbinary
National,National,State,FL,CEO is nonbinary
National,National,State,GA,CEO is nonbinary
National,National,State,HI,CEO is nonbinary
National,National,State,ID,CEO is nonbinary
National,National,State,IL,CEO is nonbinary
National,National,State,IN,CEO is nonbinary
National,National,State,IA,CEO is nonbinary
National,National,State,KS,CEO is nonbinary
National,National,State,KY,CEO is nonbinary
National,National,State,LA,CEO is nonbinary
National,National,State,ME,CEO is nonbinary
National,National,State,MD,CEO is nonbinary
National,National,State,MA,CEO is nonbinary
National,National,State,MI,CEO is nonbinary
National,National,State,MN,CEO is nonbinary
National,National,State,MS,CEO is nonbinary
National,National,State,MO,CEO is nonbinary
National,National,State,MT,CEO is nonbinary
National,National,State,NE,CEO is nonbinary
National,National,State,NV,CEO is nonbinary
National,National,State,NH,CEO is nonbinary
National,National,State,NJ,CEO is nonbinary
National,National,State,NM,CEO is nonbinary
National,National,State,NY,CEO is nonbinary
National,National,State,NC,CEO is nonbinary
National,National,State,ND,CEO is nonbinary
National,National,State,OH,CEO is nonbinary
National,National,State,OK,CEO is nonbinary
National,National,State,OR,CEO is nonbinary
National,National,State,PA,CEO is nonbinary
National,National,State,RI,CEO is nonbinary
National,National,State,SC,CEO is nonbinary
National,National,State,SD,CEO is nonbinary
National,National,State,TN,CEO is nonbinary
National,National,State,TX,CEO is nonbinary
National,National,State,UT,CEO is nonbinary
National,National,State,VT,CEO is nonbinary
National,National,State,VA,CEO is nonbinary
National,National,State,WA,CEO is nonbinary
National,National,State,WV,CEO is nonbinary
National,National,State,WI,CEO is nonbinary
National,National,State,WY,CEO is nonbinary
Region,Northeast,"","",CEO is nonbinary
Region,Northeast,Size,"< $100,000",CEO is nonbinary
Region,Northeast,Size,"$100,000 - $499,999",CEO is nonbinary
Region,Northeast,Size,"$500,000 - $999,999",CEO is nonbinary
Region,Northeast,Size,"$1 million - $9,999,999",CEO is nonbinary
Region,Northeast,Size,$10 million and above,CEO is nonbinary
Region,Northeast,Sector,"Arts, culture, and humanities",CEO is nonbinary
Region,Northeast,Sector,Education,CEO is nonbinary
Region,Northeast,Sector,Environment and animals,CEO is nonbinary
Region,Northeast,Sector,Health,CEO is nonbinary
Region,Northeast,Sector,Human services,CEO is nonbinary
Region,Northeast,Sector,"International, foreign affairs",CEO is nonbinary
Region,Northeast,Sector,"Public, societal benefit",CEO is nonbinary
Region,Northeast,Rural/Urban,Rural,CEO is nonbinary
Region,Northeast,Rural/Urban,Urban,CEO is nonbinary
Region,Northeast,State,CT,CEO is nonbinary
Region,Northeast,State,ME,CEO is nonbinary
Region,Northeast,State,MA,CEO is nonbinary
Region,Northeast,State,NH,CEO is nonbinary
Region,Northeast,State,NJ,CEO is nonbinary
Region,Northeast,State,NY,CEO is nonbinary
Region,Northeast,State,PA,CEO is nonbinary
Region,Northeast,State,RI,CEO is nonbinary
Region,Northeast,State,VT,CEO is nonbinary
Region,Midwest,"","",CEO is nonbinary
Region,Midwest,Size,"< $100,000",CEO is nonbinary
Region,Midwest,Size,"$100,000 - $499,999",CEO is nonbinary
Region,Midwest,Size,"$500,000 - $999,999",CEO is nonbinary
Region,Midwest,Size,"$1 million - $9,999,999",CEO is nonbinary
Region,Midwest,Size,$10 million and above,CEO is nonbinary
Region,Midwest,Sector,"Arts, culture, and humanities",CEO is nonbinary
Region,Midwest,Sector,Education,CEO is nonbinary
Region,Midwest,Sector,Environment and animals,CEO is nonbinary
Region,Midwest,Sector,Health,CEO is nonbinary
Region,Midwest,Sector,Human services,CEO is nonbinary
Region,Midwest,Sector,"International, foreign affairs",CEO is nonbinary
Region,Midwest,Sector,"Public, societal benefit",CEO is nonbinary
Region,Midwest,Rural/Urban,Rural,CEO is nonbinary
Region,Midwest,Rural/Urban,Urban,CEO is nonbinary
Region,Midwest,State,IL,CEO is nonbinary
Region,Midwest,State,IN,CEO is nonbinary
Region,Midwest,State,IA,CEO is nonbinary
Region,Midwest,State,KS,CEO is nonbinary
Region,Midwest,State,MI,CEO is nonbinary
Region,Midwest,State,MN,CEO is nonbinary
Region,Midwest,State,MO,CEO is nonbinary
Region,Midwest,State,NE,CEO is nonbinary
Region,Midwest,State,ND,CEO is nonbinary
Region,Midwest,State,OH,CEO is nonbinary
Region,Midwest,State,SD,CEO is nonbinary
Region,Midwest,State,WI,CEO is nonbinary
Region,South,"","",CEO is nonbinary
Region,South,Size,"< $100,000",CEO is nonbinary
Region,South,Size,"$100,000 - $499,999",CEO is nonbinary
Region,South,Size,"$500,000 - $999,999",CEO is nonbinary
Region,South,Size,"$1 million - $9,999,999",CEO is nonbinary
Region,South,Size,$10 million and above,CEO is nonbinary
Region,South,Sector,"Arts, culture, and humanities",CEO is nonbinary
Region,South,Sector,Education,CEO is nonbinary
Region,South,Sector,Environment and animals,CEO is nonbinary
Region,South,Sector,Health,CEO is nonbinary
Region,South,Sector,Human services,CEO is nonbinary
Region,South,Sector,"International, foreign affairs",CEO is nonbinary
Region,South,Sector,"Public, societal benefit",CEO is nonbinary
Region,South,Rural/Urban,Rural,CEO is nonbinary
Region,South,Rural/Urban,Urban,CEO is nonbinary
Region,South,State,AL,CEO is nonbinary
Region,South,State,AR,CEO is nonbinary
Region,South,State,DC,CEO is nonbinary
Region,South,State,DE,CEO is nonbinary
Region,South,State,FL,CEO is nonbinary
Region,South,State,GA,CEO is nonbinary
Region,South,State,KY,CEO is nonbinary
Region,South,State,LA,CEO is nonbinary
Region,South,State,MD,CEO is nonbinary
Region,South,State,MS,CEO is nonbinary
Region,South,State,NC,CEO is nonbinary
Region,South,State,OK,CEO is nonbinary
Region,South,State,SC,CEO is nonbinary
Region,South,State,TN,CEO is nonbinary
Region,South,State,TX,CEO is nonbinary
Region,South,State,VA,CEO is nonbinary
Region,South,State,WV,CEO is nonbinary
Region,West,"","",CEO is nonbinary
Region,West,Size,"< $100,000",CEO is nonbinary
Region,West,Size,"$100,000 - $499,999",CEO is nonbinary
Region,West,Size,"$500,000 - $999,999",CEO is nonbinary
Region,West,Size,"$1 million - $9,999,999",CEO is nonbinary
Region,West,Size,$10 million and above,CEO is nonbinary
Region,West,Sector,"Arts, culture, and humanities",CEO is nonbinary
Region,West,Sector,Education,CEO is nonbinary
Region,West,Sector,Environment and animals,CEO is nonbinary
Region,West,Sector,Health,CEO is nonbinary
Region,West,Sector,Human services,CEO is nonbinary
Region,West,Sector,"International, foreign affairs",CEO is nonbinary
Region,West,Sector,"Public, societal benefit",CEO is nonbinary
Region,West,Rural/Urban,Rural,CEO is nonbinary
Region,West,Rural/Urban,Urban,CEO is nonbinary
Region,West,State,AK,CEO is nonbinary
Region,West,State,AZ,CEO is nonbinary
Region,West,State,CA,CEO is nonbinary
Region,West,State,CO,CEO is nonbinary
Region,West,State,HI,CEO is nonbinary
Region,West,State,ID,CEO is nonbinary
Region,West,State,MT,CEO is nonbinary
Region,West,State,NV,CEO is nonbinary
Region,West,State,NM,CEO is nonbinary
Region,West,State,OR,CEO is nonbinary
Region,West,State,UT,CEO is nonbinary
Region,West,State,WA,CEO is nonbinary
Region,West,State,WY,CEO is nonbinary
State,AL,"","",CEO is nonbinary
State,AL,Size,"< $100,000",CEO is nonbinary
State,AL,Size,"$100,000 - $499,999",CEO is nonbinary
State,AL,Size,"$500,000 - $999,999",CEO is nonbinary
State,AL,Size,"$1 million - $9,999,999",CEO is nonbinary
State,AL,Size,$10 million and above,CEO is nonbinary
State,AL,Sector,"Arts, culture, and humanities",CEO is nonbinary
State,AL,Sector,Education,CEO is nonbinary
State,AL,Sector,Environment and animals,CEO is nonbinary
State,AL,Sector,Health,CEO is nonbinary
State,AL,Sector,Human services,CEO is nonbinary
State,AL,Sector,"International, foreign affairs",CEO is nonbinary
State,AL,Sector,"Public, societal benefit",CEO is nonbinary
State,AL,Rural/Urban,Rural,CEO is nonbinary
State,AL,Rural/Urban,Urban,CEO is nonbinary
State,AK,"","",CEO is nonbinary
State,AK,Size,"< $100,000",CEO is nonbinary
State,AK,Size,"$100,000 - $499,999",CEO is nonbinary
State,AK,Size,"$500,000 - $999,999",CEO is nonbinary
State,AK,Size,"$1 million - $9,999,999",CEO is nonbinary
State,AK,Size,$10 million and above,CEO is nonbinary
State,AK,Sector,"Arts, culture, and humanities",CEO is nonbinary
State,AK,Sector,Education,CEO is nonbinary
State,AK,Sector,Environment and animals,CEO is nonbinary
State,AK,Sector,Health,CEO is nonbinary
State,AK,Sector,Human services,CEO is nonbinary
State,AK,Sector,"International, foreign affairs",CEO is nonbinary
State,AK,Sector,"Public, societal benefit",CEO is nonbinary
State,AK,Rural/Urban,Rural,CEO is nonbinary
State,AK,Rural/Urban,Urban,CEO is nonbinary
State,AZ,"","",CEO is nonbinary
State,AZ,Size,"< $100,000",CEO is nonbinary
State,AZ,Size,"$100,000 - $499,999",CEO is nonbinary
State,AZ,Size,"$500,000 - $999,999",CEO is nonbinary
State,AZ,Size,"$1 million - $9,999,999",CEO is nonbinary
State,AZ,Size,$10 million and above,CEO is nonbinary
State,AZ,Sector,"Arts, culture, and humanities",CEO is nonbinary
State,AZ,Sector,Education,CEO is nonbinary
State,AZ,Sector,Environment and animals,CEO is nonbinary
State,AZ,Sector,Health,CEO is nonbinary
State,AZ,Sector,Human services,CEO is nonbinary
State,AZ,Sector,"International, foreign affairs",CEO is nonbinary
State,AZ,Sector,"Public, societal benefit",CEO is nonbinary
State,AZ,Rural/Urban,Rural,CEO is nonbinary
State,AZ,Rural/Urban,Urban,CEO is nonbinary
State,AR,"","",CEO is nonbinary
State,AR,Size,"< $100,000",CEO is nonbinary
State,AR,Size,"$100,000 - $499,999",CEO is nonbinary
State,AR,Size,"$500,000 - $999,999",CEO is nonbinary
State,AR,Size,"$1 million - $9,999,999",CEO is nonbinary
State,AR,Size,$10 million and above,CEO is nonbinary
State,AR,Sector,"Arts, culture, and humanities",CEO is nonbinary
State,AR,Sector,Education,CEO is nonbinary
State,AR,Sector,Environment and animals,CEO is nonbinary
State,AR,Sector,Health,CEO is nonbinary
State,AR,Sector,Human services,CEO is nonbinary
State,AR,Sector,"International, foreign affairs",CEO is nonbinary
State,AR,Sector,"Public, societal benefit",CEO is nonbinary
State,AR,Rural/Urban,Rural,CEO is nonbinary
State,AR,Rural/Urban,Urban,CEO is nonbinary
State,CA,"","",CEO is nonbinary
State,CA,Size,"< $100,000",CEO is nonbinary
State,CA,Size,"$100,000 - $499,999",CEO is nonbinary
State,CA,Size,"$500,000 - $999,999",CEO is nonbinary
State,CA,Size,"$1 million - $9,999,999",CEO is nonbinary
State,CA,Size,$10 million and above,CEO is nonbinary
State,CA,Sector,"Arts, culture, and humanities",CEO is nonbinary
State,CA,Sector,Education,CEO is nonbinary
State,CA,Sector,Environment and animals,CEO is nonbinary
State,CA,Sector,Health,CEO is nonbinary
State,CA,Sector,Human services,CEO is nonbinary
State,CA,Sector,"International, foreign affairs",CEO is nonbinary
State,CA,Sector,"Public, societal benefit",CEO is nonbinary
State,CA,Rural/Urban,Rural,CEO is nonbinary
State,CA,Rural/Urban,Urban,CEO is nonbinary
State,CO,"","",CEO is nonbinary
State,CO,Size,"< $100,000",CEO is nonbinary
State,CO,Size,"$100,000 - $499,999",CEO is nonbinary
State,CO,Size,"$500,000 - $999,999",CEO is nonbinary
State,CO,Size,"$1 million - $9,999,999",CEO is nonbinary
State,CO,Size,$10 million and above,CEO is nonbinary
